model_name,time_costs,storage_costs
cnn1,709.3350887298584,82.09732913970947
cnn2,769.0334320068359,88.04377174377441
cnn3,857.3322296142578,99.75615406036377
cnn4,876.6634464263916,104.3151445388794
cnn5,890.8891677856445,111.26399326324463
lenet1,142.78912544250488,15.38715934753418
lenet5,1261.6636753082275,140.9664716720581
alexnet,5838.456392288208,704.8791780471802
